"purchase_day";"ticket_price";"ticket_title";"ticket_sub_title";"tickets_count";"total_amount";"currency"
"2015-12-04 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"34";"23,80";"EUR"
"2015-12-04 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"12";"2,28";"EUR"
"2015-12-04 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"128";"16,64";"EUR"
"2015-12-04 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"25";"724,00";"EUR"
"2015-12-04 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"7";"182,49";"EUR"
"2015-12-04 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"1";"11,87";"EUR"
"2015-12-04 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"5";"30,40";"EUR"
"2015-12-04 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"6";"20,88";"EUR"
"2015-12-04 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"202";"187,86";"EUR"
"2015-12-04 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2975";"1904,00";"EUR"
"2015-12-03 00:00:00";"10,00";"Pradinuko (365 dienų) bilietas";"Galioja tik I-IV klasių moksleiviams";"1";"10,00";"EUR"
"2015-12-03 00:00:00";"13,03";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 50% nuolaida";"1";"13,03";"EUR"
"2015-12-03 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2015-12-03 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"24";"11,04";"EUR"
"2015-12-03 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"133";"42,56";"EUR"
"2015-12-03 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"23";"133,17";"EUR"
"2015-12-03 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"2";"10,42";"EUR"
"2015-12-03 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"7";"16,59";"EUR"
"2015-12-03 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"23";"16,10";"EUR"
"2015-12-03 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"5";"0,95";"EUR"
"2015-12-03 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"45";"5,85";"EUR"
"2015-12-03 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"24";"695,04";"EUR"
"2015-12-03 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"1";"26,07";"EUR"
"2015-12-03 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"4";"47,48";"EUR"
"2015-12-03 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"3";"18,24";"EUR"
"2015-12-03 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"3";"10,44";"EUR"
"2015-12-03 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"188";"174,84";"EUR"
"2015-12-03 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"3140";"2009,60";"EUR"
"2015-12-02 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"3";"43,44";"EUR"
"2015-12-02 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2015-12-02 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"10";"4,60";"EUR"
"2015-12-02 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"136";"43,52";"EUR"
"2015-12-02 00:00:00";"34,75";"6 mėnesių";"6 mėnesių (180 dienų) bilietas su 80% nuolaida";"1";"34,75";"EUR"
"2015-12-02 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"2";"34,76";"EUR"
"2015-12-02 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"42";"243,18";"EUR"
"2015-12-02 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"6";"31,26";"EUR"
"2015-12-02 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"1";"2,37";"EUR"
"2015-12-02 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"2";"2,44";"EUR"
"2015-12-02 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"20";"14,00";"EUR"
"2015-12-02 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"12";"2,28";"EUR"
"2015-12-02 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"50";"6,50";"EUR"
"2015-12-02 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"31";"897,76";"EUR"
"2015-12-02 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"9";"234,63";"EUR"
"2015-12-02 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"2";"23,74";"EUR"
"2015-12-02 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"2";"12,16";"EUR"
"2015-12-02 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"3";"10,44";"EUR"
"2015-12-02 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"191";"177,63";"EUR"
"2015-12-02 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"3009";"1925,76";"EUR"
"2015-12-01 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"1";"14,48";"EUR"
"2015-12-01 00:00:00";"13,03";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 50% nuolaida";"1";"13,03";"EUR"
"2015-12-01 00:00:00";"5,94";"10 dienų";"10 dienų (240 val.) bilietas su 50% nuolaida";"1";"5,94";"EUR"
"2015-12-01 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"9";"4,14";"EUR"
"2015-12-01 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"155";"49,60";"EUR"
"2015-12-01 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2015-12-01 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"35";"202,65";"EUR"
"2015-12-01 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"3";"15,63";"EUR"
"2015-12-01 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"6";"14,22";"EUR"
"2015-12-01 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"13";"15,86";"EUR"
"2015-12-01 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"20";"14,00";"EUR"
"2015-12-01 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"15";"2,85";"EUR"
"2015-12-01 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"80";"10,40";"EUR"
"2015-12-01 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"34";"984,64";"EUR"
"2015-12-01 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"12";"312,84";"EUR"
"2015-12-01 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"8";"94,96";"EUR"
"2015-12-01 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"3";"18,24";"EUR"
"2015-12-01 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"4";"13,92";"EUR"
"2015-12-01 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"187";"173,91";"EUR"
"2015-12-01 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"3003";"1921,92";"EUR"
"2015-11-30 00:00:00";"2,90";"12 mėn. (365 d.) bilietas";"Galioja tik miesto Tarybos sprendime numatytiems asmenims*";"1";"2,90";"EUR"
"2015-11-30 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"3";"43,44";"EUR"
"2015-11-30 00:00:00";"5,94";"10 dienų";"10 dienų (240 val.) bilietas su 50% nuolaida";"1";"5,94";"EUR"
"2015-11-30 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2015-11-30 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"6";"2,76";"EUR"
"2015-11-30 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"191";"61,12";"EUR"
"2015-11-30 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"4";"69,52";"EUR"
"2015-11-30 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"44";"254,76";"EUR"
"2015-11-30 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"5";"26,05";"EUR"
"2015-11-30 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2015-11-30 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"8";"9,76";"EUR"
"2015-11-30 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"22";"15,40";"EUR"
"2015-11-30 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"16";"3,04";"EUR"
"2015-11-30 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"51";"6,63";"EUR"
"2015-11-30 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"34";"984,64";"EUR"
"2015-11-30 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"15";"391,05";"EUR"
"2015-11-30 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"4";"47,48";"EUR"
"2015-11-30 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"3";"18,24";"EUR"
"2015-11-30 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"2";"6,96";"EUR"
"2015-11-30 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"191";"177,63";"EUR"
"2015-11-30 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"3482";"2228,48";"EUR"
"2015-11-29 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"10";"4,60";"EUR"
"2015-11-29 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"115";"36,80";"EUR"
"2015-11-29 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"24";"138,96";"EUR"
"2015-11-29 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2015-11-29 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"2";"2,44";"EUR"
"2015-11-29 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"8";"5,60";"EUR"
"2015-11-29 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"2";"0,38";"EUR"
"2015-11-29 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"34";"4,42";"EUR"
"2015-11-29 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"27";"781,92";"EUR"
"2015-11-29 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"3";"78,21";"EUR"
"2015-11-29 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"4";"47,48";"EUR"
"2015-11-29 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"2";"6,96";"EUR"
"2015-11-29 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"46";"42,78";"EUR"
"2015-11-29 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"1087";"695,68";"EUR"
"2015-11-28 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"5";"2,30";"EUR"
"2015-11-28 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"117";"37,44";"EUR"
"2015-11-28 00:00:00";"34,75";"6 mėnesių";"6 mėnesių (180 dienų) bilietas su 80% nuolaida";"1";"34,75";"EUR"
"2015-11-28 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2015-11-28 00:00:00";"15,64";"3 mėnesių";"3 mėn. (90 d.) bilietas, tik darbo d. su 80% nuolaida";"1";"15,64";"EUR"
"2015-11-28 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"10";"57,90";"EUR"
"2015-11-28 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2015-11-28 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"2";"2,44";"EUR"
"2015-11-28 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"5";"3,50";"EUR"
"2015-11-28 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"4";"0,76";"EUR"
"2015-11-28 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"69";"8,97";"EUR"
"2015-11-28 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"9";"260,64";"EUR"
"2015-11-28 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"2";"52,14";"EUR"
"2015-11-28 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"2";"23,74";"EUR"
"2015-11-28 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"2";"12,16";"EUR"
"2015-11-28 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"1";"3,48";"EUR"
"2015-11-28 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"80";"74,40";"EUR"
"2015-11-28 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"1340";"857,60";"EUR"
"2015-11-27 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"2";"28,96";"EUR"
"2015-11-27 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2015-11-27 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2015-11-27 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"25";"11,50";"EUR"
"2015-11-27 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"193";"61,76";"EUR"
"2015-11-27 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"3";"52,14";"EUR"
"2015-11-27 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"17";"98,43";"EUR"
"2015-11-27 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"1";"5,21";"EUR"
"2015-11-27 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"1";"2,37";"EUR"
"2015-11-27 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"8";"9,76";"EUR"
"2015-11-27 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"20";"14,00";"EUR"
"2015-11-27 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"24";"4,56";"EUR"
"2015-11-27 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"97";"12,61";"EUR"
"2015-11-27 00:00:00";"86,89";"3 mėnesių";"3 mėnesių (90 dienų) bilietas";"1";"86,89";"EUR"
"2015-11-27 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"13";"376,48";"EUR"
"2015-11-27 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"2";"52,14";"EUR"
"2015-11-27 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"2";"23,74";"EUR"
"2015-11-27 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"10";"34,80";"EUR"
"2015-11-27 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"132";"122,76";"EUR"
"2015-11-27 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2539";"1624,96";"EUR"
"2015-11-26 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"1";"14,48";"EUR"
"2015-11-26 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"29";"13,34";"EUR"
"2015-11-26 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"172";"55,04";"EUR"
"2015-11-26 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"16";"92,64";"EUR"
"2015-11-26 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"1";"5,21";"EUR"
"2015-11-26 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2015-11-26 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"4";"4,88";"EUR"
"2015-11-26 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"32";"22,40";"EUR"
"2015-11-26 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"11";"2,09";"EUR"
"2015-11-26 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"59";"7,67";"EUR"
"2015-11-26 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"11";"318,56";"EUR"
"2015-11-26 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"2";"52,14";"EUR"
"2015-11-26 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"3";"35,61";"EUR"
"2015-11-26 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"1";"6,08";"EUR"
"2015-11-26 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"3";"10,44";"EUR"
"2015-11-26 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"178";"165,54";"EUR"
"2015-11-26 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2622";"1678,08";"EUR"
"2015-11-25 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2015-11-25 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"8";"3,68";"EUR"
"2015-11-25 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"201";"64,32";"EUR"
"2015-11-25 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"2";"34,76";"EUR"
"2015-11-25 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"24";"138,96";"EUR"
"2015-11-25 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"2";"10,42";"EUR"
"2015-11-25 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2015-11-25 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"4";"4,88";"EUR"
"2015-11-25 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"20";"14,00";"EUR"
"2015-11-25 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"16";"3,04";"EUR"
"2015-11-25 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"55";"7,15";"EUR"
"2015-11-25 00:00:00";"86,89";"3 mėnesių";"3 mėnesių (90 dienų) bilietas";"1";"86,89";"EUR"
"2015-11-25 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"23";"666,08";"EUR"
"2015-11-25 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"4";"104,28";"EUR"
"2015-11-25 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"3";"35,61";"EUR"
"2015-11-25 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"3";"18,24";"EUR"
"2015-11-25 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"1";"3,48";"EUR"
"2015-11-25 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"185";"172,05";"EUR"
"2015-11-25 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2729";"1746,56";"EUR"
"2015-11-24 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2015-11-24 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"19";"8,74";"EUR"
"2015-11-24 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"139";"44,48";"EUR"
"2015-11-24 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"16";"92,64";"EUR"
"2015-11-24 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"1";"5,21";"EUR"
"2015-11-24 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2015-11-24 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"16";"11,20";"EUR"
"2015-11-24 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"44";"8,36";"EUR"
"2015-11-24 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"50";"6,50";"EUR"
"2015-11-24 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"18";"521,28";"EUR"
"2015-11-24 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"5";"130,35";"EUR"
"2015-11-24 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"4";"47,48";"EUR"
"2015-11-24 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"2";"12,16";"EUR"
"2015-11-24 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"3";"10,44";"EUR"
"2015-11-24 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"158";"146,94";"EUR"
"2015-11-24 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2955";"1891,20";"EUR"
"2015-11-23 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"2";"28,96";"EUR"
"2015-11-23 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2015-11-23 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"21";"9,66";"EUR"
"2015-11-23 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"201";"64,32";"EUR"
"2015-11-23 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2015-11-23 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"24";"138,96";"EUR"
"2015-11-23 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"5";"26,05";"EUR"
"2015-11-23 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"3";"7,11";"EUR"
"2015-11-23 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"3";"3,66";"EUR"
"2015-11-23 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"14";"9,80";"EUR"
"2015-11-23 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"9";"1,71";"EUR"
"2015-11-23 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"85";"11,05";"EUR"
"2015-11-23 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"17";"492,32";"EUR"
"2015-11-23 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"7";"182,49";"EUR"
"2015-11-23 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"5";"59,35";"EUR"
"2015-11-23 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"4";"24,32";"EUR"
"2015-11-23 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"1";"3,48";"EUR"
"2015-11-23 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"165";"153,45";"EUR"
"2015-11-23 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"3481";"2227,84";"EUR"
"2015-11-22 00:00:00";"5,94";"10 dienų";"10 dienų (240 val.) bilietas su 50% nuolaida";"1";"5,94";"EUR"
"2015-11-22 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2015-11-22 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"3";"1,38";"EUR"
"2015-11-22 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"78";"24,96";"EUR"
"2015-11-22 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2015-11-22 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"12";"69,48";"EUR"
"2015-11-22 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"1";"2,37";"EUR"
"2015-11-22 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"2";"2,44";"EUR"
"2015-11-22 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"4";"2,80";"EUR"
"2015-11-22 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"21";"3,99";"EUR"
"2015-11-22 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"41";"5,33";"EUR"
"2015-11-22 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"11";"318,56";"EUR"
"2015-11-22 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"8";"208,56";"EUR"
"2015-11-22 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"2";"23,74";"EUR"
"2015-11-22 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"1";"6,08";"EUR"
"2015-11-22 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"1";"3,48";"EUR"
"2015-11-22 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"48";"44,64";"EUR"
