"purchase_day";"ticket_price";"ticket_title";"ticket_sub_title";"tickets_count";"total_amount";"currency"
"2017-01-15 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"5";"26,05";"EUR"
"2017-01-15 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"5";"11,85";"EUR"
"2017-01-15 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"8";"9,76";"EUR"
"2017-01-15 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"30";"21,00";"EUR"
"2017-01-15 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"10";"1,90";"EUR"
"2017-01-15 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"72";"9,36";"EUR"
"2017-01-15 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"30";"868,80";"EUR"
"2017-01-15 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"7";"182,49";"EUR"
"2017-01-15 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"5";"59,35";"EUR"
"2017-01-15 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"3";"18,24";"EUR"
"2017-01-15 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"5";"17,40";"EUR"
"2017-01-15 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"166";"154,38";"EUR"
"2017-01-15 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2122";"1358,08";"EUR"
"2017-01-14 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"2";"28,96";"EUR"
"2017-01-14 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2017-01-14 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2017-01-14 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"17";"7,82";"EUR"
"2017-01-14 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"250";"80,00";"EUR"
"2017-01-14 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2017-01-14 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"25";"144,75";"EUR"
"2017-01-14 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"2";"10,42";"EUR"
"2017-01-14 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"2";"4,74";"EUR"
"2017-01-14 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"7";"8,54";"EUR"
"2017-01-14 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"44";"30,80";"EUR"
"2017-01-14 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"34";"6,46";"EUR"
"2017-01-14 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"82";"10,66";"EUR"
"2017-01-14 00:00:00";"86,89";"3 mėnesių";"3 mėnesių (90 dienų) bilietas";"1";"86,89";"EUR"
"2017-01-14 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"17";"492,32";"EUR"
"2017-01-14 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"1";"11,87";"EUR"
"2017-01-14 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"7";"24,36";"EUR"
"2017-01-14 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"107";"99,51";"EUR"
"2017-01-14 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"1778";"1137,92";"EUR"
"2017-01-13 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2017-01-13 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2017-01-13 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"30";"13,80";"EUR"
"2017-01-13 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"459";"146,88";"EUR"
"2017-01-13 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"38";"220,02";"EUR"
"2017-01-13 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"1";"5,21";"EUR"
"2017-01-13 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"7";"16,59";"EUR"
"2017-01-13 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"10";"12,20";"EUR"
"2017-01-13 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"50";"35,00";"EUR"
"2017-01-13 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"35";"6,65";"EUR"
"2017-01-13 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"125";"16,25";"EUR"
"2017-01-13 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"25";"724,00";"EUR"
"2017-01-13 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"5";"130,35";"EUR"
"2017-01-13 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"6";"71,22";"EUR"
"2017-01-13 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"5";"30,40";"EUR"
"2017-01-13 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"5";"17,40";"EUR"
"2017-01-13 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"257";"239,01";"EUR"
"2017-01-13 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"4191";"2682,24";"EUR"
"2017-01-12 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"1";"14,48";"EUR"
"2017-01-12 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2017-01-12 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"21";"9,66";"EUR"
"2017-01-12 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"313";"100,16";"EUR"
"2017-01-12 00:00:00";"34,75";"6 mėnesių";"6 mėnesių (180 dienų) bilietas su 80% nuolaida";"1";"34,75";"EUR"
"2017-01-12 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2017-01-12 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"33";"191,07";"EUR"
"2017-01-12 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"6";"31,26";"EUR"
"2017-01-12 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"6";"14,22";"EUR"
"2017-01-12 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"6";"7,32";"EUR"
"2017-01-12 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"41";"28,70";"EUR"
"2017-01-12 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"28";"5,32";"EUR"
"2017-01-12 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"130";"16,90";"EUR"
"2017-01-12 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"35";"1013,60";"EUR"
"2017-01-12 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"5";"130,35";"EUR"
"2017-01-12 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"4";"47,48";"EUR"
"2017-01-12 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"2";"12,16";"EUR"
"2017-01-12 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"5";"17,40";"EUR"
"2017-01-12 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"247";"229,71";"EUR"
"2017-01-12 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"4675";"2992,00";"EUR"
"2017-01-11 00:00:00";"2,90";"12 mėn. (365 d.) bilietas";"Galioja tik miesto Tarybos sprendime numatytiems asmenims*";"1";"2,90";"EUR"
"2017-01-11 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"6";"86,88";"EUR"
"2017-01-11 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2017-01-11 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"3";"5,22";"EUR"
"2017-01-11 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"26";"11,96";"EUR"
"2017-01-11 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"305";"97,60";"EUR"
"2017-01-11 00:00:00";"52,13";"9 mėnesių";"9 mėn.(270 d.) bilietas su 80% nuolaida";"1";"52,13";"EUR"
"2017-01-11 00:00:00";"34,75";"6 mėnesių";"6 mėnesių (180 dienų) bilietas su 80% nuolaida";"1";"34,75";"EUR"
"2017-01-11 00:00:00";"15,64";"3 mėnesių";"3 mėn. (90 d.) bilietas, tik darbo d. su 80% nuolaida";"1";"15,64";"EUR"
"2017-01-11 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"44";"254,76";"EUR"
"2017-01-11 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"6";"31,26";"EUR"
"2017-01-11 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"5";"11,85";"EUR"
"2017-01-11 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"11";"13,42";"EUR"
"2017-01-11 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"31";"21,70";"EUR"
"2017-01-11 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"36";"6,84";"EUR"
"2017-01-11 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"132";"17,16";"EUR"
"2017-01-11 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"45";"1303,20";"EUR"
"2017-01-11 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"18";"469,26";"EUR"
"2017-01-11 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"5";"59,35";"EUR"
"2017-01-11 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"4";"24,32";"EUR"
"2017-01-11 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"3";"10,44";"EUR"
"2017-01-11 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"236";"219,48";"EUR"
"2017-01-11 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"4490";"2873,60";"EUR"
"2017-01-10 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"2";"28,96";"EUR"
"2017-01-10 00:00:00";"13,03";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 50% nuolaida";"1";"13,03";"EUR"
"2017-01-10 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2017-01-10 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"3";"5,22";"EUR"
"2017-01-10 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"19";"8,74";"EUR"
"2017-01-10 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"282";"90,24";"EUR"
"2017-01-10 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"3";"52,14";"EUR"
"2017-01-10 00:00:00";"15,64";"3 mėnesių";"3 mėn. (90 d.) bilietas, tik darbo d. su 80% nuolaida";"1";"15,64";"EUR"
"2017-01-10 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"50";"289,50";"EUR"
"2017-01-10 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"6";"31,26";"EUR"
"2017-01-10 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"4";"9,48";"EUR"
"2017-01-10 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"9";"10,98";"EUR"
"2017-01-10 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"47";"32,90";"EUR"
"2017-01-10 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"41";"7,79";"EUR"
"2017-01-10 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"80";"10,40";"EUR"
"2017-01-10 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"43";"1245,28";"EUR"
"2017-01-10 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"16";"417,12";"EUR"
"2017-01-10 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"5";"59,35";"EUR"
"2017-01-10 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"1";"6,08";"EUR"
"2017-01-10 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"5";"17,40";"EUR"
"2017-01-10 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"275";"255,75";"EUR"
"2017-01-10 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"5079";"3250,56";"EUR"
"2017-01-09 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"5";"72,40";"EUR"
"2017-01-09 00:00:00";"5,94";"10 dienų";"10 dienų (240 val.) bilietas su 50% nuolaida";"1";"5,94";"EUR"
"2017-01-09 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2017-01-09 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2017-01-09 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"35";"16,10";"EUR"
"2017-01-09 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"323";"103,36";"EUR"
"2017-01-09 00:00:00";"34,75";"6 mėnesių";"6 mėnesių (180 dienų) bilietas su 80% nuolaida";"1";"34,75";"EUR"
"2017-01-09 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"3";"52,14";"EUR"
"2017-01-09 00:00:00";"15,64";"3 mėnesių";"3 mėn. (90 d.) bilietas, tik darbo d. su 80% nuolaida";"2";"31,28";"EUR"
"2017-01-09 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"89";"515,31";"EUR"
"2017-01-09 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"12";"62,52";"EUR"
"2017-01-09 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"10";"23,70";"EUR"
"2017-01-09 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"10";"12,20";"EUR"
"2017-01-09 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"55";"38,50";"EUR"
"2017-01-09 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"34";"6,46";"EUR"
"2017-01-09 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"67";"8,71";"EUR"
"2017-01-09 00:00:00";"86,89";"3 mėnesių";"3 mėnesių (90 dienų) bilietas";"1";"86,89";"EUR"
"2017-01-09 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"68";"1969,28";"EUR"
"2017-01-09 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"28";"729,96";"EUR"
"2017-01-09 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"10";"118,70";"EUR"
"2017-01-09 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"2";"12,16";"EUR"
"2017-01-09 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"4";"13,92";"EUR"
"2017-01-09 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"284";"264,12";"EUR"
"2017-01-09 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"5607";"3588,48";"EUR"
"2017-01-08 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"3";"43,44";"EUR"
"2017-01-08 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2017-01-08 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"4";"1,84";"EUR"
"2017-01-08 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"98";"31,36";"EUR"
"2017-01-08 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"2";"34,76";"EUR"
"2017-01-08 00:00:00";"15,64";"3 mėnesių";"3 mėn. (90 d.) bilietas, tik darbo d. su 80% nuolaida";"1";"15,64";"EUR"
"2017-01-08 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"51";"295,29";"EUR"
"2017-01-08 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"8";"41,68";"EUR"
"2017-01-08 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"5";"11,85";"EUR"
"2017-01-08 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"8";"9,76";"EUR"
"2017-01-08 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"34";"23,80";"EUR"
"2017-01-08 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"36";"6,84";"EUR"
"2017-01-08 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"81";"10,53";"EUR"
"2017-01-08 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"39";"1129,44";"EUR"
"2017-01-08 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"11";"286,77";"EUR"
"2017-01-08 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"7";"83,09";"EUR"
"2017-01-08 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"3";"18,24";"EUR"
"2017-01-08 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"174";"161,82";"EUR"
"2017-01-08 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"2293";"1467,52";"EUR"
"2017-01-07 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2017-01-07 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"19";"8,74";"EUR"
"2017-01-07 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"112";"35,84";"EUR"
"2017-01-07 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2017-01-07 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"14";"81,06";"EUR"
"2017-01-07 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"1";"5,21";"EUR"
"2017-01-07 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"4";"9,48";"EUR"
"2017-01-07 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"7";"8,54";"EUR"
"2017-01-07 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"29";"20,30";"EUR"
"2017-01-07 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"14";"2,66";"EUR"
"2017-01-07 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"101";"13,13";"EUR"
"2017-01-07 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"17";"492,32";"EUR"
"2017-01-07 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"1";"26,07";"EUR"
"2017-01-07 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"3";"35,61";"EUR"
"2017-01-07 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"1";"3,48";"EUR"
"2017-01-07 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"113";"105,09";"EUR"
"2017-01-07 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"1664";"1064,96";"EUR"
"2017-01-06 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"3";"43,44";"EUR"
"2017-01-06 00:00:00";"13,03";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 50% nuolaida";"1";"13,03";"EUR"
"2017-01-06 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"1";"3,04";"EUR"
"2017-01-06 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"5";"8,70";"EUR"
"2017-01-06 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"41";"18,86";"EUR"
"2017-01-06 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"245";"78,40";"EUR"
"2017-01-06 00:00:00";"31,28";"6 mėnesių";"6 mėn. (180 d.) bilietas, tik darbo d. su 80% nuolaida";"1";"31,28";"EUR"
"2017-01-06 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"1";"17,38";"EUR"
"2017-01-06 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"39";"225,81";"EUR"
"2017-01-06 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"3";"15,63";"EUR"
"2017-01-06 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"6";"14,22";"EUR"
"2017-01-06 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"8";"9,76";"EUR"
"2017-01-06 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"43";"30,10";"EUR"
"2017-01-06 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"17";"3,23";"EUR"
"2017-01-06 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"172";"22,36";"EUR"
"2017-01-06 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"39";"1129,44";"EUR"
"2017-01-06 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"5";"130,35";"EUR"
"2017-01-06 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"2";"23,74";"EUR"
"2017-01-06 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"1";"6,08";"EUR"
"2017-01-06 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"6";"20,88";"EUR"
"2017-01-06 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"208";"193,44";"EUR"
"2017-01-06 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"4300";"2752,00";"EUR"
"2017-01-05 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"2";"28,96";"EUR"
"2017-01-05 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"2";"3,48";"EUR"
"2017-01-05 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"30";"13,80";"EUR"
"2017-01-05 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"242";"77,44";"EUR"
"2017-01-05 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"2";"34,76";"EUR"
"2017-01-05 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"47";"272,13";"EUR"
"2017-01-05 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"1";"5,21";"EUR"
"2017-01-05 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"5";"11,85";"EUR"
"2017-01-05 00:00:00";"1,22";"3 dienų";"3 dienų (72 val.) bilietas su 80% nuolaida";"4";"4,88";"EUR"
"2017-01-05 00:00:00";"0,70";"1 dienos";"1 dienos (24 valandų) bilietas su 80% nuolaida";"57";"39,90";"EUR"
"2017-01-05 00:00:00";"0,19";"60 minučių";"60 minučių bilietas su 80% nuolaida";"22";"4,18";"EUR"
"2017-01-05 00:00:00";"0,13";"30 minučių";"30 minučių bilietas su 80% nuolaida";"100";"13,00";"EUR"
"2017-01-05 00:00:00";"28,96";"30 dienų";"30 dienų bilietas";"49";"1419,04";"EUR"
"2017-01-05 00:00:00";"26,07";"30 dienų";"30 d. bilietas, galiojantis tik darbo d.";"13";"338,91";"EUR"
"2017-01-05 00:00:00";"11,87";"10 dienų";"10 dienų (240 val.) bilietas";"8";"94,96";"EUR"
"2017-01-05 00:00:00";"6,08";"3 dienų";"3 dienų (72 valandų) bilietas";"1";"6,08";"EUR"
"2017-01-05 00:00:00";"3,48";"1 dienos";"1 dienos (24 valandų) bilietas";"7";"24,36";"EUR"
"2017-01-05 00:00:00";"0,93";"60 minučių";"60 minučių bilietas";"281";"261,33";"EUR"
"2017-01-05 00:00:00";"0,64";"30 minučių";"30 minučių bilietas";"4840";"3097,60";"EUR"
"2017-01-04 00:00:00";"14,48";"30 dienų";"30 dienų bilietas su 50% nuolaida";"1";"14,48";"EUR"
"2017-01-04 00:00:00";"3,04";"3 dienų";"3 dienų (72 val.) bilietas su 50% nuolaida";"2";"6,08";"EUR"
"2017-01-04 00:00:00";"1,74";"1 dienos";"1 dienos (24 valandų) bilietas su 50% nuolaida";"1";"1,74";"EUR"
"2017-01-04 00:00:00";"0,46";"60 minučių";"60 minučių bilietas su 50% nuolaida";"37";"17,02";"EUR"
"2017-01-04 00:00:00";"0,32";"30 minučių";"30 minučių bilietas su 50% nuolaida";"343";"109,76";"EUR"
"2017-01-04 00:00:00";"17,38";"3 mėnesių";"3 mėnesių (90 dienų) bilietas su 80% nuolaida";"3";"52,14";"EUR"
"2017-01-04 00:00:00";"5,79";"30 dienų";"30 dienų bilietas su 80% nuolaida";"76";"440,04";"EUR"
"2017-01-04 00:00:00";"5,21";"30 dienų";"30 d. bilietas, galioja tik darbo d. su 80% nuolaida";"2";"10,42";"EUR"
"2017-01-04 00:00:00";"2,37";"10 dienų";"10 dienų (240 val.) bilietas su 80% nuolaida";"8";"18,96";"EUR"
